"stage","policy","block_size_kib","timing_repeat","warmup","fast_thread_count","telemetry_worker_count","candidates_evaluated","full_oracle_evaluated","ranker_version","ranker_crc32","ranker_sha256","candidate_modes","fast_block_latency_samples","fast_queue_plus_service_p50_ns","fast_queue_plus_service_p95_ns","fast_service_p50_ns","fast_service_p95_ns","fast_queue_plus_service_ns","fast_service_ns","experiment_id","variant","repeat","case_order","file","scope_kib","input_path","input_bytes","input_sha256","archive_path","archive_bytes","archive_sha256","decoded_path","decoded_bytes","decoded_sha256","encode_seconds","decode_seconds","encode_peak_ram_mib","decode_peak_ram_mib","peak_ram_mib","codec_sha256","parameters","encode_command","decode_command","encode_exit_code","decode_exit_code","started_at","status","roundtrip","block_types","notes"
"e6-fast","fast","32","1","False","1","1","4","0","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","0:1,39:1,43:2","1","5467500","5467500","5413400","5413400","5467500","5413400","hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1","r2-fast","1","10","nci","32","inputs/32KiB/nci.bin","32768","0D3034FE8B0E573DE1439ED98CE409B83B13E5895085C9BFB0BF980F4962FB79","archives/32KiB/nci.hz2","3101","28193260A90B6B6FAF022C847A0041E7E8C07C9E3C51D35E365A2456E9FBF756","decoded/32KiB/nci.decoded","32768","0D3034FE8B0E573DE1439ED98CE409B83B13E5895085C9BFB0BF980F4962FB79","0.054735","0.0456663","2.02734375","2.02734375","2.02734375","74FF260A939B01673667723D8351AAEDB679339610009ECB23C70E373B862D9F","profile_id=2;mode=fast;block_size=32768;zstd_level=3;lzma_level=9;threads=1;process_timeout_seconds=1800","""E:\MIXER\hybridzip\build\Release\hybridzip.exe"" c --profile=r2 --r2-mode=fast --block-size=32768 --zstd-level=3 --threads=1 ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\inputs\32KiB\nci.bin"" ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\archives\32KiB\nci.hz2""","""E:\MIXER\hybridzip\build\Release\hybridzip.exe"" d ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\archives\32KiB\nci.hz2"" ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\decoded\32KiB\nci.decoded""","0","0","2026-08-29T14:44:31.3166828+08:00","COMPLETE","PASS","fast-ext=1","Complete R2 archive size; SHA-256 byte-exact roundtrip verified."
"e6-fast","fast","32","1","False","1","1","8","0","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","0:2,39:2,43:4","2","5282400","10059400","5022800","5182500","5282400,10059400","5182500,5022800","hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1","r2-fast","1","11","nci","64","inputs/64KiB/nci.bin","65536","B01B411AC3B5CE2FBF37242C0C59D2D236D2F7039937C1B1A0F18F4CC02549FE","archives/64KiB/nci.hz2","5870","D649AC7477A10C77DE892B0885CD7BD7921B7C0DF9E2839C4CE31CD2A4E9CA3F","decoded/64KiB/nci.decoded","65536","B01B411AC3B5CE2FBF37242C0C59D2D236D2F7039937C1B1A0F18F4CC02549FE","0.0565449","0.06185","5.26953125","2.02734375","5.26953125","74FF260A939B01673667723D8351AAEDB679339610009ECB23C70E373B862D9F","profile_id=2;mode=fast;block_size=32768;zstd_level=3;lzma_level=9;threads=1;process_timeout_seconds=1800","""E:\MIXER\hybridzip\build\Release\hybridzip.exe"" c --profile=r2 --r2-mode=fast --block-size=32768 --zstd-level=3 --threads=1 ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\inputs\64KiB\nci.bin"" ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\archives\64KiB\nci.hz2""","""E:\MIXER\hybridzip\build\Release\hybridzip.exe"" d ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\archives\64KiB\nci.hz2"" ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\decoded\64KiB\nci.decoded""","0","0","2026-08-29T14:44:31.4843709+08:00","COMPLETE","PASS","fast-ext=2","Complete R2 archive size; SHA-256 byte-exact roundtrip verified."
"e6-fast","fast","32","1","False","1","1","16","0","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","0:4,39:4,43:8","4","9425200","9846800","4921000","5094500","5143600,9846800,9720100,9425200","4934500,4921000,5094500,4787000","hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1","r2-fast","1","12","nci","128","inputs/128KiB/nci.bin","131072","C8A1D610355E5EF900ED4C704DF14ADF1935D95DFD8F1740AC9FD90FC9BF5781","archives/128KiB/nci.hz2","12788","BCAED61E73B1A8561C099DDBDEE7591FE2CFCE7EC7A57CBF7E348B2594A4694D","decoded/128KiB/nci.decoded","131072","C8A1D610355E5EF900ED4C704DF14ADF1935D95DFD8F1740AC9FD90FC9BF5781","0.0692665","0.0614389","5.34765625","2.02734375","5.34765625","74FF260A939B01673667723D8351AAEDB679339610009ECB23C70E373B862D9F","profile_id=2;mode=fast;block_size=32768;zstd_level=3;lzma_level=9;threads=1;process_timeout_seconds=1800","""E:\MIXER\hybridzip\build\Release\hybridzip.exe"" c --profile=r2 --r2-mode=fast --block-size=32768 --zstd-level=3 --threads=1 ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\inputs\128KiB\nci.bin"" ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\archives\128KiB\nci.hz2""","""E:\MIXER\hybridzip\build\Release\hybridzip.exe"" d ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\archives\128KiB\nci.hz2"" ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\decoded\128KiB\nci.decoded""","0","0","2026-08-29T14:44:31.6732994+08:00","COMPLETE","PASS","fast-ext=4","Complete R2 archive size; SHA-256 byte-exact roundtrip verified."
"e6-fast","fast","32","1","False","1","1","4","0","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","0:1,39:1,43:2","1","5919200","5919200","5822200","5822200","5919200","5822200","hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1","r2-fast","1","13","ooffice","32","inputs/32KiB/ooffice.bin","32768","2ACF9B4CAAEAC5814CDFEF0FA48A5ECE857C847DBDB7B44EEAB95CA3C098921C","archives/32KiB/ooffice.hz2","13020","2E8A8F81EBC2F7E5C5063114D10C074448A5C25FD1EC709120FE3D28EBA0FD1B","decoded/32KiB/ooffice.decoded","32768","2ACF9B4CAAEAC5814CDFEF0FA48A5ECE857C847DBDB7B44EEAB95CA3C098921C","0.0530236","0.0431213","2.02734375","2.02734375","2.02734375","74FF260A939B01673667723D8351AAEDB679339610009ECB23C70E373B862D9F","profile_id=2;mode=fast;block_size=32768;zstd_level=3;lzma_level=9;threads=1;process_timeout_seconds=1800","""E:\MIXER\hybridzip\build\Release\hybridzip.exe"" c --profile=r2 --r2-mode=fast --block-size=32768 --zstd-level=3 --threads=1 ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\inputs\32KiB\ooffice.bin"" ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\archives\32KiB\ooffice.hz2""","""E:\MIXER\hybridzip\build\Release\hybridzip.exe"" d ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\archives\32KiB\ooffice.hz2"" ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\decoded\32KiB\ooffice.decoded""","0","0","2026-08-29T14:44:31.8706406+08:00","COMPLETE","PASS","fast-ext=1","Complete R2 archive size; SHA-256 byte-exact roundtrip verified."
"e6-fast","fast","32","1","False","1","1","8","0","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","0:2,39:2,43:4","2","5415200","10694700","5407900","5512600","5415200,10694700","5407900,5512600","hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1","r2-fast","1","14","ooffice","64","inputs/64KiB/ooffice.bin","65536","9D30521922187D0A26F56CF2DF85001F9585D0D4EC6A0A8797466AFCC367F825","archives/64KiB/ooffice.hz2","30580","F5E3E8F5CD715E6E8A3F6EEFA40D6F68C876E275A3C2B8E70DD84A29370EA343","decoded/64KiB/ooffice.decoded","65536","9D30521922187D0A26F56CF2DF85001F9585D0D4EC6A0A8797466AFCC367F825","0.0594898","0.0477532","5.28515625","2.02734375","5.28515625","74FF260A939B01673667723D8351AAEDB679339610009ECB23C70E373B862D9F","profile_id=2;mode=fast;block_size=32768;zstd_level=3;lzma_level=9;threads=1;process_timeout_seconds=1800","""E:\MIXER\hybridzip\build\Release\hybridzip.exe"" c --profile=r2 --r2-mode=fast --block-size=32768 --zstd-level=3 --threads=1 ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\inputs\64KiB\ooffice.bin"" ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\archives\64KiB\ooffice.hz2""","""E:\MIXER\hybridzip\build\Release\hybridzip.exe"" d ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\archives\64KiB\ooffice.hz2"" ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\decoded\64KiB\ooffice.decoded""","0","0","2026-08-29T14:44:32.0433158+08:00","COMPLETE","PASS","fast-ext=2","Complete R2 archive size; SHA-256 byte-exact roundtrip verified."
"e6-fast","fast","32","1","False","1","1","16","0","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","0:4,39:4,43:8","4","10081300","10349100","5262800","5557100","5269700,10349100,10081300,10275500","5262800,5340600,5200200,5557100","hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1","r2-fast","1","15","ooffice","128","inputs/128KiB/ooffice.bin","131072","09FA5F3EE5311528863F8C3FADA3B530CC24AC1D88128E4DB2BF434161879FEF","archives/128KiB/ooffice.hz2","67065","D9C4EF1E347601070DA8857769E07EB276A6CEAF576BA0E0BCA8DA4A51381CEC","decoded/128KiB/ooffice.decoded","131072","09FA5F3EE5311528863F8C3FADA3B530CC24AC1D88128E4DB2BF434161879FEF","0.0917143","0.0649769","5.33203125","2.02734375","5.33203125","74FF260A939B01673667723D8351AAEDB679339610009ECB23C70E373B862D9F","profile_id=2;mode=fast;block_size=32768;zstd_level=3;lzma_level=9;threads=1;process_timeout_seconds=1800","""E:\MIXER\hybridzip\build\Release\hybridzip.exe"" c --profile=r2 --r2-mode=fast --block-size=32768 --zstd-level=3 --threads=1 ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\inputs\128KiB\ooffice.bin"" ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\archives\128KiB\ooffice.hz2""","""E:\MIXER\hybridzip\build\Release\hybridzip.exe"" d ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\archives\128KiB\ooffice.hz2"" ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\decoded\128KiB\ooffice.decoded""","0","0","2026-08-29T14:44:32.2258912+08:00","COMPLETE","PASS","fast-ext=4","Complete R2 archive size; SHA-256 byte-exact roundtrip verified."
"e6-fast","fast","32","1","False","1","1","4","0","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","0:1,39:1,43:2","1","5431600","5431600","5390100","5390100","5431600","5390100","hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1","r2-fast","1","16","osdb","32","inputs/32KiB/osdb.bin","32768","03B2C20B777682CD960BCD893D7A4463161D9C0200FD1708B2EFAE32A259D0B7","archives/32KiB/osdb.hz2","15695","AB2EB86D7A8434F826B2E6956C717DAA5B787D8D4F0E4CF40B4EEBE00D11B367","decoded/32KiB/osdb.decoded","32768","03B2C20B777682CD960BCD893D7A4463161D9C0200FD1708B2EFAE32A259D0B7","0.0591943","0.0571974","2.02734375","2.02734375","2.02734375","74FF260A939B01673667723D8351AAEDB679339610009ECB23C70E373B862D9F","profile_id=2;mode=fast;block_size=32768;zstd_level=3;lzma_level=9;threads=1;process_timeout_seconds=1800","""E:\MIXER\hybridzip\build\Release\hybridzip.exe"" c --profile=r2 --r2-mode=fast --block-size=32768 --zstd-level=3 --threads=1 ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\inputs\32KiB\osdb.bin"" ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\archives\32KiB\osdb.hz2""","""E:\MIXER\hybridzip\build\Release\hybridzip.exe"" d ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\archives\32KiB\osdb.hz2"" ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\decoded\32KiB\osdb.decoded""","0","0","2026-08-29T14:44:32.4571485+08:00","COMPLETE","PASS","fast-ext=1","Complete R2 archive size; SHA-256 byte-exact roundtrip verified."
"e6-fast","fast","32","1","False","1","1","8","0","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","0:2,39:2,43:4","2","5626300","10140700","4788900","5538600","5626300,10140700","5538600,4788900","hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1","r2-fast","1","17","osdb","64","inputs/64KiB/osdb.bin","65536","F8FE629325A07588118BA0B65880A87DED43EF249CCBC91F0E977BBACAE0C125","archives/64KiB/osdb.hz2","31467","A7226133A3AB3313FA9525A442248EC4A3FE21F4EBE0B048F80ED822E67A546F","decoded/64KiB/osdb.decoded","65536","F8FE629325A07588118BA0B65880A87DED43EF249CCBC91F0E977BBACAE0C125","0.052564","0.0421497","2.02734375","2.02734375","2.02734375","74FF260A939B01673667723D8351AAEDB679339610009ECB23C70E373B862D9F","profile_id=2;mode=fast;block_size=32768;zstd_level=3;lzma_level=9;threads=1;process_timeout_seconds=1800","""E:\MIXER\hybridzip\build\Release\hybridzip.exe"" c --profile=r2 --r2-mode=fast --block-size=32768 --zstd-level=3 --threads=1 ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\inputs\64KiB\osdb.bin"" ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\archives\64KiB\osdb.hz2""","""E:\MIXER\hybridzip\build\Release\hybridzip.exe"" d ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\archives\64KiB\osdb.hz2"" ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\decoded\64KiB\osdb.decoded""","0","0","2026-08-29T14:44:32.6446606+08:00","COMPLETE","PASS","fast-ext=2","Complete R2 archive size; SHA-256 byte-exact roundtrip verified."
"e6-fast","fast","32","1","False","1","1","16","0","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","0:4,39:4,43:8","4","9227200","10109600","4919200","5314900","5475800,10109600,9344600,9227200","5314900,4919200,4993300,4606900","hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1","r2-fast","1","18","osdb","128","inputs/128KiB/osdb.bin","131072","D977E72AE13AEFC36A4B6171A895E26A0E6EEE447B1B9FBE868D7B1C046CC91F","archives/128KiB/osdb.hz2","62963","3CB7D12C286B30606010C010013CEF6C6644C58650FF3D9EBD5A3D22F3A73988","decoded/128KiB/osdb.decoded","131072","D977E72AE13AEFC36A4B6171A895E26A0E6EEE447B1B9FBE868D7B1C046CC91F","0.0659227","0.042116","5.37890625","2.02734375","5.37890625","74FF260A939B01673667723D8351AAEDB679339610009ECB23C70E373B862D9F","profile_id=2;mode=fast;block_size=32768;zstd_level=3;lzma_level=9;threads=1;process_timeout_seconds=1800","""E:\MIXER\hybridzip\build\Release\hybridzip.exe"" c --profile=r2 --r2-mode=fast --block-size=32768 --zstd-level=3 --threads=1 ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\inputs\128KiB\osdb.bin"" ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\archives\128KiB\osdb.hz2""","""E:\MIXER\hybridzip\build\Release\hybridzip.exe"" d ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\archives\128KiB\osdb.hz2"" ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\decoded\128KiB\osdb.decoded""","0","0","2026-08-29T14:44:32.8145672+08:00","COMPLETE","PASS","fast-ext=4","Complete R2 archive size; SHA-256 byte-exact roundtrip verified."
"e6-fast","fast","32","1","False","1","1","4","0","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","0:1,39:1,43:2","1","6367900","6367900","6047200","6047200","6367900","6047200","hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1","r2-fast","1","19","reymont","32","inputs/32KiB/reymont.bin","32768","9D5E4B9340C2260DAE7DDB01B3EDA58236FF2DE5E1FF4D56767AA840B6FB1A87","archives/32KiB/reymont.hz2","10572","93DBB06F7763AC758C2B95654A598F3154232B292E462F14CC7C9566150BB0EB","decoded/32KiB/reymont.decoded","32768","9D5E4B9340C2260DAE7DDB01B3EDA58236FF2DE5E1FF4D56767AA840B6FB1A87","0.0530524","0.0474915","5.26171875","2.28515625","5.26171875","74FF260A939B01673667723D8351AAEDB679339610009ECB23C70E373B862D9F","profile_id=2;mode=fast;block_size=32768;zstd_level=3;lzma_level=9;threads=1;process_timeout_seconds=1800","""E:\MIXER\hybridzip\build\Release\hybridzip.exe"" c --profile=r2 --r2-mode=fast --block-size=32768 --zstd-level=3 --threads=1 ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\inputs\32KiB\reymont.bin"" ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\archives\32KiB\reymont.hz2""","""E:\MIXER\hybridzip\build\Release\hybridzip.exe"" d ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\archives\32KiB\reymont.hz2"" ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\decoded\32KiB\reymont.decoded""","0","0","2026-08-29T14:44:32.9969122+08:00","COMPLETE","PASS","fast-ext=1","Complete R2 archive size; SHA-256 byte-exact roundtrip verified."
"e6-fast","fast","32","1","False","1","1","8","0","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","0:2,39:2,43:4","2","6958200","13406900","6669500","6956600","6958200,13406900","6956600,6669500","hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1","r2-fast","1","20","reymont","64","inputs/64KiB/reymont.bin","65536","A5ECAAABB133F1ADF8DE6062BE6381D143E87F9F8050EEA9B5BE6F92B88C3C22","archives/64KiB/reymont.hz2","21486","7A28521D519AB269D9C57A0A46594B4376B3D8EA4E9779DD3498F36BDDBB2104","decoded/64KiB/reymont.decoded","65536","A5ECAAABB133F1ADF8DE6062BE6381D143E87F9F8050EEA9B5BE6F92B88C3C22","0.0574795","0.0570346","5.3046875","2.02734375","5.3046875","74FF260A939B01673667723D8351AAEDB679339610009ECB23C70E373B862D9F","profile_id=2;mode=fast;block_size=32768;zstd_level=3;lzma_level=9;threads=1;process_timeout_seconds=1800","""E:\MIXER\hybridzip\build\Release\hybridzip.exe"" c --profile=r2 --r2-mode=fast --block-size=32768 --zstd-level=3 --threads=1 ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\inputs\64KiB\reymont.bin"" ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\archives\64KiB\reymont.hz2""","""E:\MIXER\hybridzip\build\Release\hybridzip.exe"" d ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\archives\64KiB\reymont.hz2"" ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\decoded\64KiB\reymont.decoded""","0","0","2026-08-29T14:44:33.1638725+08:00","COMPLETE","PASS","fast-ext=2","Complete R2 archive size; SHA-256 byte-exact roundtrip verified."
"e6-fast","fast","32","1","False","1","1","16","0","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","0:4,39:4,43:8","4","11650900","12942900","6334200","6616000","6695600,12942900,12297000,11650900","6616000,6480300,6334200,5680700","hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1","r2-fast","1","21","reymont","128","inputs/128KiB/reymont.bin","131072","A6CA7478854C1E80DFEAF9FB3444B357F9D7625E55232FAE3B3632A5A1217DEA","archives/128KiB/reymont.hz2","43660","08BF84CC46DF9F1D7A0C061CE29996D52E8C27CEFF9FFF16A1BDFAEE3EBEABCB","decoded/128KiB/reymont.decoded","131072","A6CA7478854C1E80DFEAF9FB3444B357F9D7625E55232FAE3B3632A5A1217DEA","0.0727122","0.0565059","5.33984375","2.02734375","5.33984375","74FF260A939B01673667723D8351AAEDB679339610009ECB23C70E373B862D9F","profile_id=2;mode=fast;block_size=32768;zstd_level=3;lzma_level=9;threads=1;process_timeout_seconds=1800","""E:\MIXER\hybridzip\build\Release\hybridzip.exe"" c --profile=r2 --r2-mode=fast --block-size=32768 --zstd-level=3 --threads=1 ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\inputs\128KiB\reymont.bin"" ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\archives\128KiB\reymont.hz2""","""E:\MIXER\hybridzip\build\Release\hybridzip.exe"" d ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\archives\128KiB\reymont.hz2"" ""E:\MIXER\hybridzip\results\experiments\hybridzip-r2-e6-fast-k4-full-20260829-w1\children\hybridzip-r2-e6-fast-k4-full-20260829-w1-fast-b32-r1\decoded\128KiB\reymont.decoded""","0","0","2026-08-29T14:44:33.3492124+08:00","COMPLETE","PASS","fast-ext=4","Complete R2 archive size; SHA-256 byte-exact roundtrip verified."
