"mode"	"variant"	"file"	"scope_kib"	"input_bytes"	"archive_bytes"	"ratio"	"bpb"	"encode_seconds"	"decode_seconds"	"peak_ram_mib"	"roundtrip"	"block_types"	"codec_sha256"	"package"
"fse"	"r2-fse"	"osdb"	"32"	"32768"	"27311"	"0.833465576171875"	"6.667724609375"	"0.0435167"	"0.0362538"	"2.00390625"	"PASS"	"fse=1"	"DDD852EF0744740735E6D32EE0FFCB197C3C8349C0D695AD192C7CB96BF298BA"	"hybridzip-r2-fse-silesia-32k-20260821-d17"
"fse"	"r2-fse"	"reymont"	"32"	"32768"	"20364"	"0.6214599609375"	"4.9716796875"	"0.0511054"	"0.0386897"	"2.00390625"	"PASS"	"fse=1"	"DDD852EF0744740735E6D32EE0FFCB197C3C8349C0D695AD192C7CB96BF298BA"	"hybridzip-r2-fse-silesia-32k-20260821-d17"
"fse"	"r2-fse"	"samba"	"32"	"32768"	"19959"	"0.609100341796875"	"4.872802734375"	"0.0482288"	"0.0372503"	"3.61328125"	"PASS"	"fse=1"	"DDD852EF0744740735E6D32EE0FFCB197C3C8349C0D695AD192C7CB96BF298BA"	"hybridzip-r2-fse-silesia-32k-20260821-d17"
"fse"	"r2-fse"	"sao"	"32"	"32768"	"30507"	"0.930999755859375"	"7.447998046875"	"0.0495757"	"0.0383338"	"3.609375"	"PASS"	"fse=1"	"DDD852EF0744740735E6D32EE0FFCB197C3C8349C0D695AD192C7CB96BF298BA"	"hybridzip-r2-fse-silesia-32k-20260821-d17"
"fse"	"r2-fse"	"webster"	"32"	"32768"	"21014"	"0.64129638671875"	"5.13037109375"	"0.0602064"	"0.0387082"	"2.00390625"	"PASS"	"fse=1"	"DDD852EF0744740735E6D32EE0FFCB197C3C8349C0D695AD192C7CB96BF298BA"	"hybridzip-r2-fse-silesia-32k-20260821-d17"
"fse"	"r2-fse"	"x-ray"	"32"	"32768"	"27018"	"0.82452392578125"	"6.59619140625"	"0.0494899"	"0.0369963"	"3.61328125"	"PASS"	"fse=1"	"DDD852EF0744740735E6D32EE0FFCB197C3C8349C0D695AD192C7CB96BF298BA"	"hybridzip-r2-fse-silesia-32k-20260821-d17"
"fse"	"r2-fse"	"xml"	"32"	"32768"	"21653"	"0.660797119140625"	"5.286376953125"	"0.0479287"	"0.0381186"	"3.61328125"	"PASS"	"fse=1"	"DDD852EF0744740735E6D32EE0FFCB197C3C8349C0D695AD192C7CB96BF298BA"	"hybridzip-r2-fse-silesia-32k-20260821-d17"
"rans"	"r2-rans"	"dickens"	"32"	"32768"	"19469"	"0.594146728515625"	"4.753173828125"	"0.0451609"	"0.0482921"	"3.4921875"	"PASS"	"rans=1"	"DDD852EF0744740735E6D32EE0FFCB197C3C8349C0D695AD192C7CB96BF298BA"	"hybridzip-r2-rans-silesia-32k-20260821-d18"
"rans"	"r2-rans"	"mozilla"	"32"	"32768"	"21742"	"0.66351318359375"	"5.30810546875"	"0.0494412"	"0.0381023"	"3.62890625"	"PASS"	"rans=1"	"DDD852EF0744740735E6D32EE0FFCB197C3C8349C0D695AD192C7CB96BF298BA"	"hybridzip-r2-rans-silesia-32k-20260821-d18"
"rans"	"r2-rans"	"mr"	"32"	"32768"	"12528"	"0.38232421875"	"3.05859375"	"0.0438026"	"0.0382605"	"2.00390625"	"PASS"	"rans=1"	"DDD852EF0744740735E6D32EE0FFCB197C3C8349C0D695AD192C7CB96BF298BA"	"hybridzip-r2-rans-silesia-32k-20260821-d18"
"rans"	"r2-rans"	"nci"	"32"	"32768"	"10095"	"0.308074951171875"	"2.464599609375"	"0.0502654"	"0.0370758"	"3.6171875"	"PASS"	"rans=1"	"DDD852EF0744740735E6D32EE0FFCB197C3C8349C0D695AD192C7CB96BF298BA"	"hybridzip-r2-rans-silesia-32k-20260821-d18"
"rans"	"r2-rans"	"ooffice"	"32"	"32768"	"25655"	"0.782928466796875"	"6.263427734375"	"0.039268"	"0.0379116"	"2.00390625"	"PASS"	"rans=1"	"DDD852EF0744740735E6D32EE0FFCB197C3C8349C0D695AD192C7CB96BF298BA"	"hybridzip-r2-rans-silesia-32k-20260821-d18"
"rans"	"r2-rans"	"osdb"	"32"	"32768"	"27825"	"0.849151611328125"	"6.793212890625"	"0.043775"	"0.0380421"	"2.00390625"	"PASS"	"rans=1"	"DDD852EF0744740735E6D32EE0FFCB197C3C8349C0D695AD192C7CB96BF298BA"	"hybridzip-r2-rans-silesia-32k-20260821-d18"
"rans"	"r2-rans"	"reymont"	"32"	"32768"	"20482"	"0.62506103515625"	"5.00048828125"	"0.0459601"	"0.0384571"	"3.23828125"	"PASS"	"rans=1"	"DDD852EF0744740735E6D32EE0FFCB197C3C8349C0D695AD192C7CB96BF298BA"	"hybridzip-r2-rans-silesia-32k-20260821-d18"
"rans"	"r2-rans"	"samba"	"32"	"32768"	"20094"	"0.61322021484375"	"4.90576171875"	"0.0499704"	"0.0361052"	"3.625"	"PASS"	"rans=1"	"DDD852EF0744740735E6D32EE0FFCB197C3C8349C0D695AD192C7CB96BF298BA"	"hybridzip-r2-rans-silesia-32k-20260821-d18"
"rans"	"r2-rans"	"sao"	"32"	"32768"	"30960"	"0.94482421875"	"7.55859375"	"0.037613"	"0.0357084"	"2"	"PASS"	"rans=1"	"DDD852EF0744740735E6D32EE0FFCB197C3C8349C0D695AD192C7CB96BF298BA"	"hybridzip-r2-rans-silesia-32k-20260821-d18"
"rans"	"r2-rans"	"webster"	"32"	"32768"	"21165"	"0.645904541015625"	"5.167236328125"	"0.0606567"	"0.0385575"	"2.6171875"	"PASS"	"rans=1"	"DDD852EF0744740735E6D32EE0FFCB197C3C8349C0D695AD192C7CB96BF298BA"	"hybridzip-r2-rans-silesia-32k-20260821-d18"
"rans"	"r2-rans"	"x-ray"	"32"	"32768"	"27517"	"0.839752197265625"	"6.718017578125"	"0.0518546"	"0.03763"	"4.00390625"	"PASS"	"rans=1"	"DDD852EF0744740735E6D32EE0FFCB197C3C8349C0D695AD192C7CB96BF298BA"	"hybridzip-r2-rans-silesia-32k-20260821-d18"
"rans"	"r2-rans"	"xml"	"32"	"32768"	"21775"	"0.664520263671875"	"5.316162109375"	"0.0500079"	"0.0378798"	"3.984375"	"PASS"	"rans=1"	"DDD852EF0744740735E6D32EE0FFCB197C3C8349C0D695AD192C7CB96BF298BA"	"hybridzip-r2-rans-silesia-32k-20260821-d18"
