"mode"	"variant"	"file"	"scope_kib"	"input_bytes"	"archive_bytes"	"ratio"	"bpb"	"encode_seconds"	"decode_seconds"	"peak_ram_mib"	"roundtrip"	"codec_sha256"
"bwt-mtf-zstd"	"r2-bwt-mtf-zstd"	"sao"	"32"	"32768"	"25217"	"0.769561767578125"	"6.156494140625"	"0.0595765"	"0.051298"	"4.6640625"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bwt-mtf-zstd"	"r2-bwt-mtf-zstd"	"webster"	"32"	"32768"	"12804"	"0.3907470703125"	"3.1259765625"	"0.0569962"	"0.0476221"	"3.77734375"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bwt-mtf-zstd"	"r2-bwt-mtf-zstd"	"x-ray"	"32"	"32768"	"19931"	"0.608245849609375"	"4.865966796875"	"0.0612353"	"0.0511413"	"4.76171875"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bwt-mtf-zstd"	"r2-bwt-mtf-zstd"	"xml"	"32"	"32768"	"2834"	"0.08648681640625"	"0.69189453125"	"0.061126"	"0.0623591"	"4.59765625"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bwt-rlt-zstd"	"r2-bwt-rlt-zstd"	"dickens"	"32"	"32768"	"14522"	"0.44317626953125"	"3.54541015625"	"0.0706386"	"0.0605427"	"4.59765625"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bwt-rlt-zstd"	"r2-bwt-rlt-zstd"	"mozilla"	"32"	"32768"	"12319"	"0.375946044921875"	"3.007568359375"	"0.058921"	"0.0465472"	"3.40234375"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bwt-rlt-zstd"	"r2-bwt-rlt-zstd"	"mr"	"32"	"32768"	"7918"	"0.24163818359375"	"1.93310546875"	"0.0525255"	"0.0499528"	"4.2734375"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bwt-rlt-zstd"	"r2-bwt-rlt-zstd"	"nci"	"32"	"32768"	"2923"	"0.089202880859375"	"0.713623046875"	"0.0574214"	"0.0523375"	"4.1015625"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bwt-rlt-zstd"	"r2-bwt-rlt-zstd"	"ooffice"	"32"	"32768"	"15676"	"0.4783935546875"	"3.8271484375"	"0.0520644"	"0.0650702"	"3.7890625"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bwt-rlt-zstd"	"r2-bwt-rlt-zstd"	"osdb"	"32"	"32768"	"17822"	"0.54388427734375"	"4.35107421875"	"0.0683287"	"0.0656414"	"2.00390625"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bwt-rlt-zstd"	"r2-bwt-rlt-zstd"	"reymont"	"32"	"32768"	"9857"	"0.300811767578125"	"2.406494140625"	"0.0677359"	"0.0513595"	"4.6640625"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bwt-rlt-zstd"	"r2-bwt-rlt-zstd"	"samba"	"32"	"32768"	"12578"	"0.38385009765625"	"3.07080078125"	"0.0552149"	"0.051489"	"4.66796875"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bwt-rlt-zstd"	"r2-bwt-rlt-zstd"	"sao"	"32"	"32768"	"24882"	"0.75933837890625"	"6.07470703125"	"0.0544972"	"0.0512326"	"4.66015625"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bwt-rlt-zstd"	"r2-bwt-rlt-zstd"	"webster"	"32"	"32768"	"14319"	"0.436981201171875"	"3.495849609375"	"0.0529261"	"0.0482168"	"3.32421875"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bwt-rlt-zstd"	"r2-bwt-rlt-zstd"	"x-ray"	"32"	"32768"	"20283"	"0.618988037109375"	"4.951904296875"	"0.0488524"	"0.045478"	"2.66796875"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bwt-rlt-zstd"	"r2-bwt-rlt-zstd"	"xml"	"32"	"32768"	"3043"	"0.092864990234375"	"0.742919921875"	"0.0539868"	"0.050654"	"4.21484375"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"x86-bcj-zstd"	"r2-x86-bcj-zstd"	"dickens"	"32"	"32768"	"13216"	"0.4033203125"	"3.2265625"	"0.0980098"	"0.0594519"	"4.53125"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"x86-bcj-zstd"	"r2-x86-bcj-zstd"	"mozilla"	"32"	"32768"	"9561"	"0.291778564453125"	"2.334228515625"	"0.0716275"	"0.0474124"	"4.421875"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"x86-bcj-zstd"	"r2-x86-bcj-zstd"	"mr"	"32"	"32768"	"7962"	"0.24298095703125"	"1.94384765625"	"0.0681642"	"0.0620583"	"2.55078125"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"x86-bcj-zstd"	"r2-x86-bcj-zstd"	"nci"	"32"	"32768"	"2480"	"0.07568359375"	"0.60546875"	"0.0683219"	"0.0505844"	"4.546875"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"x86-bcj-zstd"	"r2-x86-bcj-zstd"	"ooffice"	"32"	"32768"	"11362"	"0.34674072265625"	"2.77392578125"	"0.0594012"	"0.0521755"	"4.5078125"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"x86-bcj-zstd"	"r2-x86-bcj-zstd"	"osdb"	"32"	"32768"	"15145"	"0.462188720703125"	"3.697509765625"	"0.0646423"	"0.0494403"	"4.42578125"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"x86-bcj-zstd"	"r2-x86-bcj-zstd"	"reymont"	"32"	"32768"	"9108"	"0.2779541015625"	"2.2236328125"	"0.0574484"	"0.0501627"	"4.4921875"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"x86-bcj-zstd"	"r2-x86-bcj-zstd"	"samba"	"32"	"32768"	"11027"	"0.336517333984375"	"2.692138671875"	"0.055608"	"0.0499878"	"4.49609375"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"x86-bcj-zstd"	"r2-x86-bcj-zstd"	"sao"	"32"	"32768"	"24423"	"0.745330810546875"	"5.962646484375"	"0.0556059"	"0.0464329"	"4.61328125"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"x86-bcj-zstd"	"r2-x86-bcj-zstd"	"webster"	"32"	"32768"	"12772"	"0.3897705078125"	"3.1181640625"	"0.0586997"	"0.0436345"	"3.14453125"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"x86-bcj-zstd"	"r2-x86-bcj-zstd"	"x-ray"	"32"	"32768"	"22464"	"0.685546875"	"5.484375"	"0.0679485"	"0.0505868"	"4.5546875"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"x86-bcj-zstd"	"r2-x86-bcj-zstd"	"xml"	"32"	"32768"	"2713"	"0.082794189453125"	"0.662353515625"	"0.0661277"	"0.0398418"	"2.58203125"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"shuffle-zstd"	"r2-shuffle-zstd"	"dickens"	"32"	"32768"	"17630"	"0.53802490234375"	"4.30419921875"	"0.1004562"	"0.0755205"	"4.53515625"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"shuffle-zstd"	"r2-shuffle-zstd"	"mozilla"	"32"	"32768"	"11220"	"0.3424072265625"	"2.7392578125"	"0.0849988"	"0.0505215"	"4.55859375"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"shuffle-zstd"	"r2-shuffle-zstd"	"mr"	"32"	"32768"	"7493"	"0.228668212890625"	"1.829345703125"	"0.0675803"	"0.0600013"	"2.6015625"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"shuffle-zstd"	"r2-shuffle-zstd"	"nci"	"32"	"32768"	"2760"	"0.084228515625"	"0.673828125"	"0.1154076"	"0.064837"	"4.54296875"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"shuffle-zstd"	"r2-shuffle-zstd"	"ooffice"	"32"	"32768"	"15433"	"0.470977783203125"	"3.767822265625"	"0.0701835"	"0.0490215"	"4.546875"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"shuffle-zstd"	"r2-shuffle-zstd"	"osdb"	"32"	"32768"	"17796"	"0.5430908203125"	"4.3447265625"	"0.0712346"	"0.0510775"	"4.5625"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"shuffle-zstd"	"r2-shuffle-zstd"	"reymont"	"32"	"32768"	"13009"	"0.397003173828125"	"3.176025390625"	"0.0662261"	"0.0508942"	"4.56640625"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"shuffle-zstd"	"r2-shuffle-zstd"	"samba"	"32"	"32768"	"14970"	"0.45684814453125"	"3.65478515625"	"0.0705432"	"0.0489177"	"4.54296875"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"shuffle-zstd"	"r2-shuffle-zstd"	"sao"	"32"	"32768"	"27721"	"0.845977783203125"	"6.767822265625"	"0.0558627"	"0.0487901"	"4.6796875"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"shuffle-zstd"	"r2-shuffle-zstd"	"webster"	"32"	"32768"	"16844"	"0.5140380859375"	"4.1123046875"	"0.0800576"	"0.0489161"	"4.5234375"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"shuffle-zstd"	"r2-shuffle-zstd"	"x-ray"	"32"	"32768"	"17977"	"0.548614501953125"	"4.388916015625"	"0.0729164"	"0.0642943"	"4.4609375"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"shuffle-zstd"	"r2-shuffle-zstd"	"xml"	"32"	"32768"	"3483"	"0.106292724609375"	"0.850341796875"	"0.0903374"	"0.0364722"	"4.515625"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bitshuffle-zstd"	"r2-bitshuffle-zstd"	"dickens"	"32"	"32768"	"25969"	"0.792510986328125"	"6.340087890625"	"0.093849"	"0.0537148"	"3.35546875"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bitshuffle-zstd"	"r2-bitshuffle-zstd"	"mozilla"	"32"	"32768"	"17365"	"0.529937744140625"	"4.239501953125"	"0.0906787"	"0.0473554"	"4.55078125"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bitshuffle-zstd"	"r2-bitshuffle-zstd"	"mr"	"32"	"32768"	"7954"	"0.24273681640625"	"1.94189453125"	"0.0942804"	"0.0658065"	"4.53125"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bitshuffle-zstd"	"r2-bitshuffle-zstd"	"nci"	"32"	"32768"	"6587"	"0.201019287109375"	"1.608154296875"	"0.0882248"	"0.0471285"	"4.5390625"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bitshuffle-zstd"	"r2-bitshuffle-zstd"	"ooffice"	"32"	"32768"	"25593"	"0.781036376953125"	"6.248291015625"	"0.0642262"	"0.0496547"	"4.546875"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bitshuffle-zstd"	"r2-bitshuffle-zstd"	"osdb"	"32"	"32768"	"29581"	"0.902740478515625"	"7.221923828125"	"0.0563535"	"0.0481834"	"4.41015625"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bitshuffle-zstd"	"r2-bitshuffle-zstd"	"reymont"	"32"	"32768"	"25429"	"0.776031494140625"	"6.208251953125"	"0.0595091"	"0.0628098"	"4.50390625"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bitshuffle-zstd"	"r2-bitshuffle-zstd"	"samba"	"32"	"32768"	"23428"	"0.7149658203125"	"5.7197265625"	"0.0632621"	"0.0442949"	"4.484375"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bitshuffle-zstd"	"r2-bitshuffle-zstd"	"sao"	"32"	"32768"	"31336"	"0.956298828125"	"7.650390625"	"0.0538837"	"0.0470082"	"2.84375"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bitshuffle-zstd"	"r2-bitshuffle-zstd"	"webster"	"32"	"32768"	"26475"	"0.807952880859375"	"6.463623046875"	"0.0810763"	"0.0499715"	"4.6640625"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bitshuffle-zstd"	"r2-bitshuffle-zstd"	"x-ray"	"32"	"32768"	"17975"	"0.548553466796875"	"4.388427734375"	"0.0876433"	"0.0661805"	"4.54296875"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bitshuffle-zstd"	"r2-bitshuffle-zstd"	"xml"	"32"	"32768"	"17645"	"0.538482666015625"	"4.307861328125"	"0.0644822"	"0.0669578"	"2.98046875"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"delta-zstd"	"r2-delta-zstd"	"dickens"	"32"	"32768"	"15849"	"0.483673095703125"	"3.869384765625"	"0.1006343"	"0.0755406"	"4.55078125"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"delta-zstd"	"r2-delta-zstd"	"mozilla"	"32"	"32768"	"12840"	"0.391845703125"	"3.134765625"	"0.0909896"	"0.05056"	"4.546875"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"delta-zstd"	"r2-delta-zstd"	"mr"	"32"	"32768"	"8838"	"0.26971435546875"	"2.15771484375"	"0.089766"	"0.0677328"	"4.55078125"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"delta-zstd"	"r2-delta-zstd"	"nci"	"32"	"32768"	"3002"	"0.09161376953125"	"0.73291015625"	"0.1025925"	"0.0611982"	"4.58984375"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"delta-zstd"	"r2-delta-zstd"	"ooffice"	"32"	"32768"	"16962"	"0.51763916015625"	"4.14111328125"	"0.0736827"	"0.0649577"	"4.60546875"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"delta-zstd"	"r2-delta-zstd"	"osdb"	"32"	"32768"	"17324"	"0.5286865234375"	"4.2294921875"	"0.0714649"	"0.0527517"	"4.5390625"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"delta-zstd"	"r2-delta-zstd"	"reymont"	"32"	"32768"	"11100"	"0.3387451171875"	"2.7099609375"	"0.0764097"	"0.0444822"	"4.55078125"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"delta-zstd"	"r2-delta-zstd"	"samba"	"32"	"32768"	"13148"	"0.4012451171875"	"3.2099609375"	"0.0710505"	"0.0504526"	"4.625"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"delta-zstd"	"r2-delta-zstd"	"sao"	"32"	"32768"	"27206"	"0.83026123046875"	"6.64208984375"	"0.0574918"	"0.0621476"	"4.6328125"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"delta-zstd"	"r2-delta-zstd"	"webster"	"32"	"32768"	"15520"	"0.4736328125"	"3.7890625"	"0.0702841"	"0.0593606"	"2.55078125"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"delta-zstd"	"r2-delta-zstd"	"x-ray"	"32"	"32768"	"20185"	"0.615997314453125"	"4.927978515625"	"0.0697308"	"0.0644873"	"4.51953125"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"delta-zstd"	"r2-delta-zstd"	"xml"	"32"	"32768"	"3278"	"0.10003662109375"	"0.80029296875"	"0.1038876"	"0.0369338"	"4.51953125"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"fastpfor"	"r2-fastpfor"	"dickens"	"32"	"32768"	"31886"	"0.97308349609375"	"7.78466796875"	"0.0768933"	"0.0651793"	"2.00390625"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"fastpfor"	"r2-fastpfor"	"mozilla"	"32"	"32768"	"25926"	"0.79119873046875"	"6.32958984375"	"0.083605"	"0.0798247"	"4.05078125"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"fastpfor"	"r2-fastpfor"	"mr"	"32"	"32768"	"20874"	"0.63702392578125"	"5.09619140625"	"0.0821199"	"0.0610167"	"3.328125"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"fastpfor"	"r2-fastpfor"	"nci"	"32"	"32768"	"31066"	"0.94805908203125"	"7.58447265625"	"0.0657283"	"0.0649273"	"3.5859375"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"fastpfor"	"r2-fastpfor"	"ooffice"	"32"	"32768"	"29446"	"0.89862060546875"	"7.18896484375"	"0.0832688"	"0.0489595"	"4.01171875"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"fastpfor"	"r2-fastpfor"	"osdb"	"32"	"32768"	"32478"	"0.99114990234375"	"7.92919921875"	"0.0634662"	"0.0649567"	"2.72265625"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"fastpfor"	"r2-fastpfor"	"reymont"	"32"	"32768"	"31886"	"0.97308349609375"	"7.78466796875"	"0.0693382"	"0.0515342"	"3.734375"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"fastpfor"	"r2-fastpfor"	"samba"	"32"	"32768"	"29454"	"0.89886474609375"	"7.19091796875"	"0.0525769"	"0.0500177"	"2.6015625"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"fastpfor"	"r2-fastpfor"	"sao"	"32"	"32768"	"32910"	"1.00433349609375"	"8.03466796875"	"0.0626091"	"0.0454139"	"2.609375"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"fastpfor"	"r2-fastpfor"	"webster"	"32"	"32768"	"31886"	"0.97308349609375"	"7.78466796875"	"0.0650222"	"0.04889"	"3.375"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"fastpfor"	"r2-fastpfor"	"x-ray"	"32"	"32768"	"28574"	"0.87200927734375"	"6.97607421875"	"0.0573677"	"0.049672"	"4.06640625"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"fastpfor"	"r2-fastpfor"	"xml"	"32"	"32768"	"31638"	"0.96551513671875"	"7.72412109375"	"0.0725088"	"0.0646915"	"3.32421875"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"rans"	"r2-rans"	"dickens"	"32"	"32768"	"19469"	"0.594146728515625"	"4.753173828125"	"0.0464354"	"0.0610931"	"3.38671875"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"rans"	"r2-rans"	"mozilla"	"32"	"32768"	"21742"	"0.66351318359375"	"5.30810546875"	"0.0534998"	"0.0534184"	"4.0078125"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"rans"	"r2-rans"	"mr"	"32"	"32768"	"12528"	"0.38232421875"	"3.05859375"	"0.0425326"	"0.0375319"	"2.00390625"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"rans"	"r2-rans"	"nci"	"32"	"32768"	"10095"	"0.308074951171875"	"2.464599609375"	"0.0462688"	"0.0385814"	"3.3203125"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"rans"	"r2-rans"	"ooffice"	"32"	"32768"	"25655"	"0.782928466796875"	"6.263427734375"	"0.0493892"	"0.037208"	"3.6328125"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"rans"	"r2-rans"	"osdb"	"32"	"32768"	"27825"	"0.849151611328125"	"6.793212890625"	"0.0403944"	"0.0386076"	"2.00390625"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"rans"	"r2-rans"	"reymont"	"32"	"32768"	"20482"	"0.62506103515625"	"5.00048828125"	"0.0486853"	"0.0380003"	"3.73046875"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"rans"	"r2-rans"	"samba"	"32"	"32768"	"20094"	"0.61322021484375"	"4.90576171875"	"0.0506069"	"0.0383685"	"4.01171875"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"rans"	"r2-rans"	"sao"	"32"	"32768"	"30960"	"0.94482421875"	"7.55859375"	"0.0497857"	"0.0380285"	"4.01171875"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"rans"	"r2-rans"	"webster"	"32"	"32768"	"21165"	"0.645904541015625"	"5.167236328125"	"0.0410306"	"0.0380616"	"2.00390625"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"rans"	"r2-rans"	"x-ray"	"32"	"32768"	"27517"	"0.839752197265625"	"6.718017578125"	"0.0492718"	"0.0388292"	"4"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"rans"	"r2-rans"	"xml"	"32"	"32768"	"21775"	"0.664520263671875"	"5.316162109375"	"0.0472554"	"0.0382109"	"3.62890625"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bcj2-zstd"	"r2-bcj2-zstd"	"dickens"	"32"	"32768"	"13238"	"0.40399169921875"	"3.23193359375"	"0.0914516"	"0.057803"	"5.16796875"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bcj2-zstd"	"r2-bcj2-zstd"	"mozilla"	"32"	"32768"	"9579"	"0.292327880859375"	"2.338623046875"	"0.0687375"	"0.0487924"	"2"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bcj2-zstd"	"r2-bcj2-zstd"	"mr"	"32"	"32768"	"7972"	"0.2432861328125"	"1.9462890625"	"0.0559376"	"0.0602223"	"2.92578125"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bcj2-zstd"	"r2-bcj2-zstd"	"nci"	"32"	"32768"	"2505"	"0.076446533203125"	"0.611572265625"	"0.0692689"	"0.0641664"	"5.1953125"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bcj2-zstd"	"r2-bcj2-zstd"	"ooffice"	"32"	"32768"	"12934"	"0.39471435546875"	"3.15771484375"	"0.068855"	"0.0666196"	"5.1484375"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bcj2-zstd"	"r2-bcj2-zstd"	"osdb"	"32"	"32768"	"15154"	"0.46246337890625"	"3.69970703125"	"0.0603586"	"0.060347"	"2.98828125"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bcj2-zstd"	"r2-bcj2-zstd"	"reymont"	"32"	"32768"	"9127"	"0.278533935546875"	"2.228271484375"	"0.0602829"	"0.0579163"	"2.9140625"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bcj2-zstd"	"r2-bcj2-zstd"	"samba"	"32"	"32768"	"11047"	"0.337127685546875"	"2.697021484375"	"0.0584036"	"0.0461771"	"2.05859375"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bcj2-zstd"	"r2-bcj2-zstd"	"sao"	"32"	"32768"	"24447"	"0.746063232421875"	"5.968505859375"	"0.0645544"	"0.0512765"	"2.609375"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bcj2-zstd"	"r2-bcj2-zstd"	"webster"	"32"	"32768"	"12792"	"0.390380859375"	"3.123046875"	"0.0610345"	"0.0596688"	"3.55859375"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bcj2-zstd"	"r2-bcj2-zstd"	"x-ray"	"32"	"32768"	"22430"	"0.68450927734375"	"5.47607421875"	"0.0661196"	"0.0804832"	"5.140625"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"bcj2-zstd"	"r2-bcj2-zstd"	"xml"	"32"	"32768"	"2734"	"0.08343505859375"	"0.66748046875"	"0.0708359"	"0.0657039"	"3.640625"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
"record-transpose-zstd"	"r2-record-transpose-zstd"	"dickens"	"32"	"32768"	"19532"	"0.5960693359375"	"4.7685546875"	"0.0787064"	"0.0726861"	"4.51171875"	"PASS"	"8D0798541BC867734D16AC65ECC6DD25B3E94B69B5531FBFA28B806324A84688"
