"stage","block_size_kib","file","scope_kib","input_sha256","ranker_version","ranker_crc32","ranker_sha256","policy","reference_kind","full_auto_archive_bytes","shortlist_archive_bytes","regret_vs_full_auto_bytes","full_auto_selected_modes","shortlist_candidate_modes","full_auto_selected_mode_covered","tie_aware_winner_recall_available","candidates_evaluated","encode_seconds","decode_seconds","peak_ram_mib","roundtrip"
"e5-router","32","nci","64","B01B411AC3B5CE2FBF37242C0C59D2D236D2F7039937C1B1A0F18F4CC02549FE","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k8","full-auto-reference","2503","2503","0","paq8px-detected-sse=2","0:2,2:2,4:2,6:2,19:2,28:2,36:2,37:2","True","False","16","36.4865359","9.1898314","541.57421875","PASS"
"e5-router","32","ooffice","128","09FA5F3EE5311528863F8C3FADA3B530CC24AC1D88128E4DB2BF434161879FEF","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k2","full-auto-reference","44341","44513","172","paq8px-generic-sse=1;paq8px-detected-sse=3","0:4,36:4","False","False","8","66.1598376","66.6382383","551.24609375","PASS"
"e5-router","32","ooffice","128","09FA5F3EE5311528863F8C3FADA3B530CC24AC1D88128E4DB2BF434161879FEF","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k4","full-auto-reference","44341","44341","0","paq8px-generic-sse=1;paq8px-detected-sse=3","0:4,2:4,36:4,37:4","True","False","16","131.6791627","66.4771055","551.23046875","PASS"
"e5-router","32","ooffice","128","09FA5F3EE5311528863F8C3FADA3B530CC24AC1D88128E4DB2BF434161879FEF","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k8","full-auto-reference","44341","44341","0","paq8px-generic-sse=1;paq8px-detected-sse=3","0:4,2:4,3:4,4:4,10:4,12:4,36:4,37:4","True","False","32","211.3187377","104.5370733","551.23828125","PASS"
"e5-router","32","ooffice","32","2ACF9B4CAAEAC5814CDFEF0FA48A5ECE857C847DBDB7B44EEAB95CA3C098921C","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k2","full-auto-reference","8097","8097","0","paq8px-generic-sse=1","0:1,36:1","True","False","2","14.6206187","14.6032275","551.234375","PASS"
"e5-router","32","ooffice","32","2ACF9B4CAAEAC5814CDFEF0FA48A5ECE857C847DBDB7B44EEAB95CA3C098921C","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k4","full-auto-reference","8097","8097","0","paq8px-generic-sse=1","0:1,2:1,36:1,37:1","True","False","4","29.1950209","14.3423666","551.31640625","PASS"
"e5-router","32","ooffice","32","2ACF9B4CAAEAC5814CDFEF0FA48A5ECE857C847DBDB7B44EEAB95CA3C098921C","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k8","full-auto-reference","8097","8097","0","paq8px-generic-sse=1","0:1,2:1,3:1,4:1,10:1,12:1,36:1,37:1","True","False","8","41.2083451","17.8893502","551.2421875","PASS"
"e5-router","32","ooffice","64","9D30521922187D0A26F56CF2DF85001F9585D0D4EC6A0A8797466AFCC367F825","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k2","full-auto-reference","19877","19934","57","paq8px-generic-sse=1;paq8px-detected-sse=1","0:2,36:2","False","False","4","31.7370548","31.6848016","551.2734375","PASS"
"e5-router","32","ooffice","64","9D30521922187D0A26F56CF2DF85001F9585D0D4EC6A0A8797466AFCC367F825","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k4","full-auto-reference","19877","19877","0","paq8px-generic-sse=1;paq8px-detected-sse=1","0:2,2:2,36:2,37:2","True","False","8","63.5150249","31.5641466","551.28125","PASS"
"e5-router","32","ooffice","64","9D30521922187D0A26F56CF2DF85001F9585D0D4EC6A0A8797466AFCC367F825","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k8","full-auto-reference","19877","19877","0","paq8px-generic-sse=1;paq8px-detected-sse=1","0:2,2:2,3:2,4:2,10:2,12:2,36:2,37:2","True","False","16","98.6536316","46.2473662","551.2421875","PASS"
"e5-router","32","osdb","128","D977E72AE13AEFC36A4B6171A895E26A0E6EEE447B1B9FBE868D7B1C046CC91F","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k2","full-auto-reference","45662","45662","0","paq8px-generic-sse=4","0:4,36:4","True","False","8","62.9886532","62.535894","548.65625","PASS"
"e5-router","32","osdb","128","D977E72AE13AEFC36A4B6171A895E26A0E6EEE447B1B9FBE868D7B1C046CC91F","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k4","full-auto-reference","45662","45662","0","paq8px-generic-sse=4","0:4,2:4,36:4,37:4","True","False","16","124.0690471","61.6442956","548.87109375","PASS"
"e5-router","32","osdb","128","D977E72AE13AEFC36A4B6171A895E26A0E6EEE447B1B9FBE868D7B1C046CC91F","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k8","full-auto-reference","45662","45662","0","paq8px-generic-sse=4","0:4,2:4,4:4,6:4,19:4,28:4,36:4,37:4","True","False","32","131.7213561","63.0180537","549.5234375","PASS"
"e5-router","32","osdb","32","03B2C20B777682CD960BCD893D7A4463161D9C0200FD1708B2EFAE32A259D0B7","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k2","full-auto-reference","11420","11420","0","paq8px-generic-sse=1","0:1,36:1","True","False","2","15.7665522","15.6627198","548.39453125","PASS"
"e5-router","32","osdb","32","03B2C20B777682CD960BCD893D7A4463161D9C0200FD1708B2EFAE32A259D0B7","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k4","full-auto-reference","11420","11420","0","paq8px-generic-sse=1","0:1,2:1,36:1,37:1","True","False","4","30.9139228","15.4741068","548.42578125","PASS"
"e5-router","32","osdb","32","03B2C20B777682CD960BCD893D7A4463161D9C0200FD1708B2EFAE32A259D0B7","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k8","full-auto-reference","11420","11420","0","paq8px-generic-sse=1","0:1,2:1,4:1,6:1,19:1,28:1,36:1,37:1","True","False","8","46.4544168","22.6051565","548.37109375","PASS"
"e5-router","32","osdb","64","F8FE629325A07588118BA0B65880A87DED43EF249CCBC91F0E977BBACAE0C125","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k2","full-auto-reference","22841","22841","0","paq8px-generic-sse=2","0:2,36:2","True","False","4","31.8032587","31.693135","548.64453125","PASS"
"e5-router","32","osdb","64","F8FE629325A07588118BA0B65880A87DED43EF249CCBC91F0E977BBACAE0C125","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k4","full-auto-reference","22841","22841","0","paq8px-generic-sse=2","0:2,2:2,36:2,37:2","True","False","8","61.9944842","31.0861359","548.8515625","PASS"
"e5-router","32","osdb","64","F8FE629325A07588118BA0B65880A87DED43EF249CCBC91F0E977BBACAE0C125","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k8","full-auto-reference","22841","22841","0","paq8px-generic-sse=2","0:2,2:2,4:2,6:2,19:2,28:2,36:2,37:2","True","False","16","67.8257736","35.4545666","549.50390625","PASS"
"e5-router","32","reymont","128","A6CA7478854C1E80DFEAF9FB3444B357F9D7625E55232FAE3B3632A5A1217DEA","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k2","full-auto-reference","23537","23710","173","paq8px-detected-sse=4","0:4,36:4","False","False","8","52.4612155","52.4323854","544.77734375","PASS"
"e5-router","32","reymont","128","A6CA7478854C1E80DFEAF9FB3444B357F9D7625E55232FAE3B3632A5A1217DEA","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k4","full-auto-reference","23537","23537","0","paq8px-detected-sse=4","0:4,2:4,36:4,37:4","True","False","16","75.9840718","25.6375543","544.88671875","PASS"
"e5-router","32","reymont","128","A6CA7478854C1E80DFEAF9FB3444B357F9D7625E55232FAE3B3632A5A1217DEA","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k8","full-auto-reference","23537","23537","0","paq8px-detected-sse=4","0:4,2:4,4:4,6:4,19:4,28:4,36:4,37:4","True","False","32","77.4811666","26.1857052","544.99609375","PASS"
"e5-router","32","reymont","32","9D5E4B9340C2260DAE7DDB01B3EDA58236FF2DE5E1FF4D56767AA840B6FB1A87","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k2","full-auto-reference","5679","5726","47","paq8px-detected-sse=1","0:1,36:1","False","False","2","13.0548031","13.1130894","544.7578125","PASS"
"e5-router","32","reymont","32","9D5E4B9340C2260DAE7DDB01B3EDA58236FF2DE5E1FF4D56767AA840B6FB1A87","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k4","full-auto-reference","5679","5679","0","paq8px-detected-sse=1","0:1,2:1,36:1,37:1","True","False","4","19.0748904","6.5087407","544.9140625","PASS"
"e5-router","32","reymont","32","9D5E4B9340C2260DAE7DDB01B3EDA58236FF2DE5E1FF4D56767AA840B6FB1A87","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k8","full-auto-reference","5679","5679","0","paq8px-detected-sse=1","0:1,2:1,4:1,6:1,19:1,28:1,36:1,37:1","True","False","8","19.7703851","6.7652827","544.765625","PASS"
"e5-router","32","reymont","64","A5ECAAABB133F1ADF8DE6062BE6381D143E87F9F8050EEA9B5BE6F92B88C3C22","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k2","full-auto-reference","11624","11707","83","paq8px-detected-sse=2","0:2,36:2","False","False","4","25.8841775","25.8196769","544.796875","PASS"
"e5-router","32","reymont","64","A5ECAAABB133F1ADF8DE6062BE6381D143E87F9F8050EEA9B5BE6F92B88C3C22","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k4","full-auto-reference","11624","11624","0","paq8px-detected-sse=2","0:2,2:2,36:2,37:2","True","False","8","38.0945526","12.775333","544.8984375","PASS"
"e5-router","32","reymont","64","A5ECAAABB133F1ADF8DE6062BE6381D143E87F9F8050EEA9B5BE6F92B88C3C22","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k8","full-auto-reference","11624","11624","0","paq8px-detected-sse=2","0:2,2:2,4:2,6:2,19:2,28:2,36:2,37:2","True","False","16","38.7512153","13.1930121","545.49609375","PASS"
"e5-router","32","samba","128","F3B8C4AD35BC6CF21977895D6F04A22B1422605942FA5AFE35CE28B2A221D7E8","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k2","full-auto-reference","32979","33018","39","paq8px-generic-sse=3;paq8px-detected-sse=1","0:4,36:4","False","False","8","53.2275673","52.6690126","545.44140625","PASS"
"e5-router","32","samba","128","F3B8C4AD35BC6CF21977895D6F04A22B1422605942FA5AFE35CE28B2A221D7E8","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k4","full-auto-reference","32979","32979","0","paq8px-generic-sse=3;paq8px-detected-sse=1","0:4,2:4,36:4,37:4","True","False","16","96.1398219","47.3594814","545.62109375","PASS"
"e5-router","32","samba","128","F3B8C4AD35BC6CF21977895D6F04A22B1422605942FA5AFE35CE28B2A221D7E8","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k8","full-auto-reference","32979","32979","0","paq8px-generic-sse=3;paq8px-detected-sse=1","0:4,2:4,4:4,6:4,19:4,28:4,36:4,37:4","True","False","32","143.917194","67.9846566","546.24609375","PASS"
"e5-router","32","samba","32","9C4F5BEE544E4531E4946E62F796987418B4526911C34877EF282F14DD57AD12","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k2","full-auto-reference","7956","7956","0","paq8px-generic-sse=1","0:1,36:1","True","False","2","14.9169406","15.0508262","545.51171875","PASS"
"e5-router","32","samba","32","9C4F5BEE544E4531E4946E62F796987418B4526911C34877EF282F14DD57AD12","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k4","full-auto-reference","7956","7956","0","paq8px-generic-sse=1","0:1,2:1,36:1,37:1","True","False","4","27.8285797","13.9718116","545.34765625","PASS"
"e5-router","32","samba","32","9C4F5BEE544E4531E4946E62F796987418B4526911C34877EF282F14DD57AD12","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k8","full-auto-reference","7956","7956","0","paq8px-generic-sse=1","0:1,2:1,4:1,6:1,19:1,28:1,36:1,37:1","True","False","8","28.5165783","14.7609465","545.3671875","PASS"
"e5-router","32","samba","64","3E0420984C0F260EA7350734600CEA9D8500B745E2E4B7DBD4D1DA1D1ADAC421","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k2","full-auto-reference","16218","16218","0","paq8px-generic-sse=2","0:2,36:2","True","False","4","28.9797641","29.0344362","545.47265625","PASS"
"e5-router","32","samba","64","3E0420984C0F260EA7350734600CEA9D8500B745E2E4B7DBD4D1DA1D1ADAC421","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k4","full-auto-reference","16218","16218","0","paq8px-generic-sse=2","0:2,2:2,36:2,37:2","True","False","8","55.8648558","28.077672","545.58984375","PASS"
"e5-router","32","samba","64","3E0420984C0F260EA7350734600CEA9D8500B745E2E4B7DBD4D1DA1D1ADAC421","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k8","full-auto-reference","16218","16218","0","paq8px-generic-sse=2","0:2,2:2,4:2,6:2,19:2,28:2,36:2,37:2","True","False","16","78.8699906","38.7670793","546.1953125","PASS"
"e5-router","32","sao","128","75E535B42DB7505118D8B19C7C42C1F49C5542ADDC9DBC13383953659F675CE0","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k2","full-auto-reference","74133","74133","0","paq8px-generic-sse=4","0:4,36:4","True","False","8","69.7587897","69.5148469","549.12890625","PASS"
"e5-router","32","sao","128","75E535B42DB7505118D8B19C7C42C1F49C5542ADDC9DBC13383953659F675CE0","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k4","full-auto-reference","74133","74133","0","paq8px-generic-sse=4","0:4,2:4,36:4,37:4","True","False","16","138.6386017","69.3489756","549.34765625","PASS"
"e5-router","32","sao","128","75E535B42DB7505118D8B19C7C42C1F49C5542ADDC9DBC13383953659F675CE0","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k8","full-auto-reference","74133","74133","0","paq8px-generic-sse=4","0:4,2:4,3:4,4:4,27:4,28:4,36:4,37:4","True","False","32","204.8099659","99.9395948","549.41796875","PASS"
"e5-router","32","sao","32","95677430CAD4F000506BC5EE22815C3F4E13D64B477ED506B78D5D9ACFB50CCD","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k2","full-auto-reference","18805","18805","0","paq8px-generic-sse=1","0:1,36:1","True","False","2","17.5959165","17.5075799","548.78515625","PASS"
"e5-router","32","sao","32","95677430CAD4F000506BC5EE22815C3F4E13D64B477ED506B78D5D9ACFB50CCD","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k4","full-auto-reference","18805","18805","0","paq8px-generic-sse=1","0:1,2:1,36:1,37:1","True","False","4","35.0712925","17.4130934","548.8046875","PASS"
"e5-router","32","sao","32","95677430CAD4F000506BC5EE22815C3F4E13D64B477ED506B78D5D9ACFB50CCD","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k8","full-auto-reference","18805","18805","0","paq8px-generic-sse=1","0:1,2:1,3:1,4:1,27:1,28:1,36:1,37:1","True","False","8","48.6354979","21.4321993","548.84765625","PASS"
"e5-router","32","sao","64","17CBD7166A47786139F60BA33B4E771CE0154F6FA56986883D129BC23F78EBEE","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k2","full-auto-reference","37238","37238","0","paq8px-generic-sse=2","0:2,36:2","True","False","4","34.960388","35.1393861","548.94140625","PASS"
"e5-router","32","sao","64","17CBD7166A47786139F60BA33B4E771CE0154F6FA56986883D129BC23F78EBEE","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k4","full-auto-reference","37238","37238","0","paq8px-generic-sse=2","0:2,2:2,36:2,37:2","True","False","8","69.7715266","34.8546754","549.1875","PASS"
"e5-router","32","sao","64","17CBD7166A47786139F60BA33B4E771CE0154F6FA56986883D129BC23F78EBEE","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k8","full-auto-reference","37238","37238","0","paq8px-generic-sse=2","0:2,2:2,3:2,4:2,27:2,28:2,36:2,37:2","True","False","16","87.9697375","36.9519177","549.26171875","PASS"
"e5-router","32","webster","128","C069C1FDCA99BC5C44F06D134CD0CDA60315DD631AA6564733B2CE0E6D59305C","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k2","full-auto-reference","30242","30551","309","paq8px-detected-sse=4","0:4,36:4","False","False","8","57.5099525","57.400299","546.7265625","PASS"
"e5-router","32","webster","128","C069C1FDCA99BC5C44F06D134CD0CDA60315DD631AA6564733B2CE0E6D59305C","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k4","full-auto-reference","30242","30242","0","paq8px-detected-sse=4","0:4,2:4,36:4,37:4","True","False","16","84.7021562","28.7941364","546.76171875","PASS"
"e5-router","32","webster","128","C069C1FDCA99BC5C44F06D134CD0CDA60315DD631AA6564733B2CE0E6D59305C","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k8","full-auto-reference","30242","30242","0","paq8px-detected-sse=4","0:4,2:4,4:4,6:4,19:4,28:4,36:4,37:4","True","False","32","125.1034958","38.9109191","546.7265625","PASS"
"e5-router","32","webster","32","774D224695AF4057353F72602BB96CD2AFEEA059AC7737535645F11596FCA85E","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k2","full-auto-reference","9258","9355","97","paq8px-detected-sse=1","0:1,36:1","False","False","2","15.4067139","15.3787144","546.703125","PASS"
"e5-router","32","webster","32","774D224695AF4057353F72602BB96CD2AFEEA059AC7737535645F11596FCA85E","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k4","full-auto-reference","9258","9258","0","paq8px-detected-sse=1","0:1,2:1,36:1,37:1","True","False","4","23.1927605","7.8018604","546.75390625","PASS"
"e5-router","32","webster","32","774D224695AF4057353F72602BB96CD2AFEEA059AC7737535645F11596FCA85E","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k8","full-auto-reference","9258","9258","0","paq8px-detected-sse=1","0:1,2:1,4:1,6:1,19:1,28:1,36:1,37:1","True","False","8","29.7341075","7.2942421","546.71875","PASS"
"e5-router","32","webster","64","262258811321382F9E4F44D2184B6B7FED0336CF831446D8336C47D6CCC2B32E","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k2","full-auto-reference","16386","16552","166","paq8px-detected-sse=2","0:2,36:2","False","False","4","29.5358512","29.5414611","546.72265625","PASS"
"e5-router","32","webster","64","262258811321382F9E4F44D2184B6B7FED0336CF831446D8336C47D6CCC2B32E","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k4","full-auto-reference","16386","16386","0","paq8px-detected-sse=2","0:2,2:2,36:2,37:2","True","False","8","43.9096305","14.8476063","546.7421875","PASS"
"e5-router","32","webster","64","262258811321382F9E4F44D2184B6B7FED0336CF831446D8336C47D6CCC2B32E","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k8","full-auto-reference","16386","16386","0","paq8px-detected-sse=2","0:2,2:2,4:2,6:2,19:2,28:2,36:2,37:2","True","False","16","61.6106074","17.5639788","546.75390625","PASS"
"e5-router","32","x-ray","128","7A65B793FB2A694C20686275A899B304445473528F7C998BE26F8C68EB18F76E","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k2","full-auto-reference","58525","58525","0","paq8px-generic-sse=4","0:4,36:4","True","False","8","59.2801854","59.1173541","547.2109375","PASS"
"e5-router","32","x-ray","128","7A65B793FB2A694C20686275A899B304445473528F7C998BE26F8C68EB18F76E","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k4","full-auto-reference","58525","58525","0","paq8px-generic-sse=4","0:4,2:4,36:4,37:4","True","False","16","116.2212438","58.0191896","547.4375","PASS"
"e5-router","32","x-ray","128","7A65B793FB2A694C20686275A899B304445473528F7C998BE26F8C68EB18F76E","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k8","full-auto-reference","58525","58525","0","paq8px-generic-sse=4","0:4,2:4,3:4,4:4,10:4,12:4,36:4,37:4","True","False","32","153.5840002","82.1402915","547.5234375","PASS"
"e5-router","32","x-ray","32","10511AA63DFBD9C0DDBFEFE36068740103D4BA1116E214154A0772057D7E9314","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k2","full-auto-reference","14702","14702","0","paq8px-generic-sse=1","0:1,36:1","True","False","2","14.961905","14.8362328","547.1328125","PASS"
"e5-router","32","x-ray","32","10511AA63DFBD9C0DDBFEFE36068740103D4BA1116E214154A0772057D7E9314","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k4","full-auto-reference","14702","14702","0","paq8px-generic-sse=1","0:1,2:1,36:1,37:1","True","False","4","29.0475377","14.5370262","547.21484375","PASS"
"e5-router","32","x-ray","32","10511AA63DFBD9C0DDBFEFE36068740103D4BA1116E214154A0772057D7E9314","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k8","full-auto-reference","14702","14702","0","paq8px-generic-sse=1","0:1,2:1,3:1,4:1,10:1,12:1,36:1,37:1","True","False","8","40.4547159","17.511521","547.19921875","PASS"
"e5-router","32","x-ray","64","B5A07146616BCD7C2D10071D41E07D204DE0AC629C4CA37D8E867FF00574D0D8","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k2","full-auto-reference","29399","29399","0","paq8px-generic-sse=2","0:2,36:2","True","False","4","29.7531543","29.7065048","547.16015625","PASS"
"e5-router","32","x-ray","64","B5A07146616BCD7C2D10071D41E07D204DE0AC629C4CA37D8E867FF00574D0D8","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k4","full-auto-reference","29399","29399","0","paq8px-generic-sse=2","0:2,2:2,36:2,37:2","True","False","8","59.2970846","29.0959462","547.3828125","PASS"
"e5-router","32","x-ray","64","B5A07146616BCD7C2D10071D41E07D204DE0AC629C4CA37D8E867FF00574D0D8","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k8","full-auto-reference","29399","29399","0","paq8px-generic-sse=2","0:2,2:2,3:2,4:2,10:2,12:2,36:2,37:2","True","False","16","85.1975922","40.546067","547.42578125","PASS"
"e5-router","32","xml","128","5FA29C746885F2EEB98734218475915A78092CCB3B0F68B08861EE210E5B6E25","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k2","full-auto-reference","5721","5721","0","paq8px-generic-sse=4","0:4,36:4","True","False","8","38.6494964","38.8638692","543.2578125","PASS"
"e5-router","32","xml","128","5FA29C746885F2EEB98734218475915A78092CCB3B0F68B08861EE210E5B6E25","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k4","full-auto-reference","5721","5721","0","paq8px-generic-sse=4","0:4,2:4,36:4,37:4","True","False","16","65.4392303","37.8510984","543.44921875","PASS"
"e5-router","32","xml","128","5FA29C746885F2EEB98734218475915A78092CCB3B0F68B08861EE210E5B6E25","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k8","full-auto-reference","5721","5721","0","paq8px-generic-sse=4","0:4,2:4,4:4,6:4,19:4,28:4,36:4,37:4","True","False","32","95.8720993","52.8238647","544.109375","PASS"
"e5-router","32","xml","32","C2F7F129956F8D6FC3D0E3595D93F98D5270B6F5BC4AB5E70F45867822EFDD71","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k2","full-auto-reference","1441","1441","0","paq8px-generic-sse=1","0:1,36:1","True","False","2","9.7804244","9.60085","542.84375","PASS"
"e5-router","32","xml","32","C2F7F129956F8D6FC3D0E3595D93F98D5270B6F5BC4AB5E70F45867822EFDD71","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k4","full-auto-reference","1441","1441","0","paq8px-generic-sse=1","0:1,2:1,36:1,37:1","True","False","4","18.9582886","9.487488","542.90234375","PASS"
"e5-router","32","xml","32","C2F7F129956F8D6FC3D0E3595D93F98D5270B6F5BC4AB5E70F45867822EFDD71","00010000","1025B343","4B1AC26C40AD4DA50312FD3B694D7E636FB768C2336FE773BC82D36424C27A4B","auto-k8","full-auto-reference","1441","1441","0","paq8px-generic-sse=1","0:1,2:1,4:1,6:1,19:1,28:1,36:1,37:1","True","False","8","23.8996631","9.5345928","542.91015625","PASS"
